Weather,Time of day,Budget,Physicality level,Environment,Group size,Activity
cloudy,morning,medium,2,indoors,4+,Escape room
cloudy,afternoon,low,1,indoors,4+,Board games
sunny,afternoon,medium,2,indoors,4+,Bowling
snowy,morning,low,1,indoors,4+,Board games
cloudy,afternoon,low,1,indoors,4+,Board games
sunny,afternoon,low,3,outdoors,3,Surfing
snowy,afternoon,medium,2,indoors,4+,Escape room
cloudy,morning,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,2,Skiing
rainy,morning,low,2,outdoors,1,Kite flying
cloudy,evening,medium,2,indoors,4+,Bowling
sunny,morning,medium,2,indoors,4+,Bowling
snowy,morning,low,1,indoors,4+,Board games
snowy,evening,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,1,Skiing
sunny,afternoon,low,2,outdoors,2,Kite flying
rainy,afternoon,medium,2,indoors,4+,Escape room
sunny,evening,low,3,outdoors,3,Surfing
snowy,afternoon,medium,2,indoors,4+,Bowling
snowy,morning,medium,2,indoors,4+,Escape room
sunny,morning,medium,2,indoors,4+,Bowling
rainy,morning,medium,2,indoors,4+,Bowling
rainy,morning,medium,2,indoors,4+,Bowling
sunny,morning,low,3,outdoors,4+,Surfing
snowy,morning,high,3,outdoors,3,Skiing
rainy,afternoon,medium,2,indoors,4+,Bowling
sunny,morning,medium,2,indoors,4+,Bowling
sunny,evening,low,1,indoors,4+,Board games
cloudy,afternoon,low,1,indoors,4+,Board games
cloudy,morning,low,1,indoors,4+,Board games
rainy,afternoon,medium,2,indoors,4+,Escape room
sunny,evening,medium,2,indoors,4+,Bowling
sunny,evening,low,2,outdoors,1,Kite flying
sunny,evening,low,3,outdoors,1,Surfing
rainy,morning,low,2,outdoors,2,Kite flying
sunny,morning,low,3,outdoors,4+,Surfing
rainy,evening,medium,2,indoors,4+,Bowling
snowy,evening,high,3,outdoors,4+,Skiing
rainy,morning,low,1,indoors,4+,Board games
snowy,evening,high,3,outdoors,3,Skiing
sunny,afternoon,low,3,outdoors,2,Surfing
rainy,morning,low,2,outdoors,1,Kite flying
sunny,evening,low,1,indoors,4+,Board games
sunny,afternoon,low,3,outdoors,2,Surfing
sunny,morning,low,3,outdoors,1,Surfing
cloudy,morning,medium,2,indoors,4+,Escape room
sunny,afternoon,low,1,indoors,4+,Board games
snowy,evening,high,3,outdoors,2,Skiing
snowy,afternoon,high,3,outdoors,1,Skiing
sunny,morning,low,2,outdoors,2,Kite flying
rainy,afternoon,low,1,indoors,4+,Board games
rainy,afternoon,low,2,outdoors,1,Kite flying
cloudy,afternoon,low,1,indoors,4+,Board games
sunny,evening,medium,2,indoors,4+,Escape room
rainy,evening,medium,2,indoors,4+,Bowling
rainy,morning,low,2,outdoors,2,Kite flying
sunny,evening,medium,2,indoors,4+,Bowling
rainy,evening,low,2,outdoors,1,Kite flying
sunny,morning,low,3,outdoors,4+,Surfing
sunny,evening,low,1,indoors,4+,Board games
snowy,evening,medium,2,indoors,4+,Bowling
snowy,evening,high,3,outdoors,2,Skiing
snowy,morning,high,3,outdoors,4+,Skiing
sunny,evening,low,2,outdoors,1,Kite flying
cloudy,evening,low,1,indoors,4+,Board games
rainy,afternoon,low,1,indoors,4+,Board games
snowy,morning,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,2,Surfing
cloudy,afternoon,medium,2,indoors,4+,Bowling
sunny,afternoon,low,3,outdoors,1,Surfing
sunny,afternoon,low,2,outdoors,1,Kite flying
snowy,morning,medium,2,indoors,4+,Escape room
sunny,morning,low,3,outdoors,1,Surfing
cloudy,evening,low,1,indoors,4+,Board games
sunny,afternoon,low,3,outdoors,4+,Surfing
sunny,afternoon,low,2,outdoors,2,Kite flying
sunny,afternoon,low,3,outdoors,3,Surfing
snowy,afternoon,medium,2,indoors,4+,Bowling
cloudy,evening,medium,2,indoors,4+,Bowling
cloudy,evening,low,1,indoors,4+,Board games
sunny,evening,low,3,outdoors,3,Surfing
rainy,evening,low,2,outdoors,1,Kite flying
snowy,afternoon,medium,2,indoors,4+,Bowling
sunny,afternoon,low,3,outdoors,2,Surfing
snowy,evening,high,3,outdoors,1,Skiing
rainy,evening,low,2,outdoors,1,Kite flying
snowy,evening,high,3,outdoors,3,Skiing
cloudy,morning,medium,2,indoors,4+,Escape room
rainy,morning,low,2,outdoors,1,Kite flying
sunny,evening,low,2,outdoors,1,Kite flying
sunny,afternoon,low,1,indoors,4+,Board games
snowy,afternoon,low,1,indoors,4+,Board games
sunny,evening,low,2,outdoors,2,Kite flying
sunny,evening,low,2,outdoors,2,Kite flying
rainy,afternoon,medium,2,indoors,4+,Bowling
snowy,evening,high,3,outdoors,1,Skiing
sunny,evening,medium,2,indoors,4+,Escape room
rainy,morning,medium,2,indoors,4+,Bowling
snowy,afternoon,medium,2,indoors,4+,Bowling
cloudy,morning,low,1,indoors,4+,Board games
sunny,evening,low,2,outdoors,2,Kite flying
snowy,morning,medium,2,indoors,4+,Bowling
sunny,morning,low,2,outdoors,2,Kite flying
snowy,morning,high,3,outdoors,2,Skiing
sunny,afternoon,low,3,outdoors,2,Surfing
cloudy,afternoon,medium,2,indoors,4+,Escape room
snowy,morning,medium,2,indoors,4+,Bowling
rainy,morning,low,1,indoors,4+,Board games
rainy,morning,medium,2,indoors,4+,Escape room
snowy,afternoon,medium,2,indoors,4+,Bowling
rainy,afternoon,low,1,indoors,4+,Board games
rainy,morning,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,1,Skiing
rainy,evening,low,2,outdoors,1,Kite flying
snowy,morning,low,1,indoors,4+,Board games
sunny,morning,low,2,outdoors,1,Kite flying
snowy,morning,high,3,outdoors,2,Skiing
rainy,morning,medium,2,indoors,4+,Escape room
sunny,afternoon,low,2,outdoors,2,Kite flying
rainy,afternoon,medium,2,indoors,4+,Bowling
rainy,evening,medium,2,indoors,4+,Bowling
snowy,afternoon,high,3,outdoors,1,Skiing
sunny,evening,low,3,outdoors,1,Surfing
snowy,evening,high,3,outdoors,2,Skiing
rainy,morning,medium,2,indoors,4+,Bowling
rainy,afternoon,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,1,Surfing
snowy,evening,high,3,outdoors,4+,Skiing
sunny,evening,low,3,outdoors,1,Surfing
snowy,evening,medium,2,indoors,4+,Bowling
sunny,morning,low,2,outdoors,2,Kite flying
cloudy,afternoon,medium,2,indoors,4+,Bowling
rainy,evening,medium,2,indoors,4+,Bowling
cloudy,morning,medium,2,indoors,4+,Escape room
snowy,evening,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,1,Skiing
sunny,morning,medium,2,indoors,4+,Escape room
rainy,evening,medium,2,indoors,4+,Escape room
sunny,morning,low,3,outdoors,1,Surfing
sunny,evening,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,4+,Surfing
sunny,afternoon,low,3,outdoors,2,Surfing
sunny,afternoon,low,2,outdoors,2,Kite flying
snowy,afternoon,high,3,outdoors,3,Skiing
sunny,evening,low,3,outdoors,2,Surfing
sunny,afternoon,low,3,outdoors,4+,Surfing
sunny,afternoon,low,3,outdoors,4+,Surfing
snowy,morning,medium,2,indoors,4+,Bowling
snowy,afternoon,high,3,outdoors,4+,Skiing
sunny,morning,low,1,indoors,4+,Board games
sunny,evening,low,3,outdoors,1,Surfing
snowy,afternoon,high,3,outdoors,4+,Skiing
cloudy,afternoon,medium,2,indoors,4+,Bowling
sunny,morning,low,1,indoors,4+,Board games
sunny,afternoon,low,3,outdoors,3,Surfing
sunny,morning,medium,2,indoors,4+,Bowling
rainy,afternoon,low,2,outdoors,1,Kite flying
cloudy,afternoon,low,1,indoors,4+,Board games
cloudy,evening,medium,2,indoors,4+,Bowling
rainy,afternoon,low,1,indoors,4+,Board games
sunny,evening,medium,2,indoors,4+,Escape room
rainy,morning,low,2,outdoors,1,Kite flying
sunny,afternoon,low,2,outdoors,1,Kite flying
sunny,afternoon,low,3,outdoors,1,Surfing
cloudy,morning,low,1,indoors,4+,Board games
sunny,evening,low,3,outdoors,2,Surfing
snowy,afternoon,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,3,Skiing
rainy,morning,low,2,outdoors,2,Kite flying
snowy,afternoon,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,4+,Surfing
rainy,afternoon,medium,2,indoors,4+,Bowling
sunny,evening,medium,2,indoors,4+,Escape room
cloudy,afternoon,medium,2,indoors,4+,Bowling
rainy,evening,low,2,outdoors,2,Kite flying
cloudy,morning,low,1,indoors,4+,Board games
sunny,afternoon,medium,2,indoors,4+,Escape room
sunny,afternoon,low,3,outdoors,3,Surfing
snowy,afternoon,medium,2,indoors,4+,Bowling
cloudy,afternoon,low,1,indoors,4+,Board games
snowy,evening,low,1,indoors,4+,Board games
sunny,evening,low,1,indoors,4+,Board games
sunny,evening,low,1,indoors,4+,Board games
sunny,morning,medium,2,indoors,4+,Bowling
cloudy,afternoon,medium,2,indoors,4+,Escape room
sunny,morning,low,3,outdoors,3,Surfing
sunny,morning,low,3,outdoors,3,Surfing
cloudy,afternoon,medium,2,indoors,4+,Escape room
rainy,morning,medium,2,indoors,4+,Escape room
sunny,morning,low,3,outdoors,3,Surfing
sunny,afternoon,low,2,outdoors,1,Kite flying
sunny,afternoon,low,3,outdoors,1,Surfing
sunny,evening,medium,2,indoors,4+,Bowling
snowy,afternoon,high,3,outdoors,3,Skiing
sunny,morning,low,3,outdoors,2,Surfing
snowy,evening,low,1,indoors,4+,Board games
snowy,morning,medium,2,indoors,4+,Escape room
sunny,morning,medium,2,indoors,4+,Bowling
cloudy,evening,low,1,indoors,4+,Board games
snowy,morning,high,3,outdoors,1,Skiing
sunny,afternoon,low,2,outdoors,1,Kite flying
sunny,afternoon,medium,2,indoors,4+,Escape room
snowy,evening,low,1,indoors,4+,Board games
sunny,morning,medium,2,indoors,4+,Bowling
cloudy,afternoon,low,1,indoors,4+,Board games
sunny,morning,medium,2,indoors,4+,Escape room
cloudy,morning,medium,2,indoors,4+,Bowling
snowy,afternoon,high,3,outdoors,2,Skiing
cloudy,morning,low,1,indoors,4+,Board games
snowy,afternoon,medium,2,indoors,4+,Escape room
sunny,morning,medium,2,indoors,4+,Bowling
cloudy,morning,medium,2,indoors,4+,Bowling
rainy,afternoon,low,2,outdoors,1,Kite flying
snowy,morning,medium,2,indoors,4+,Bowling
snowy,morning,high,3,outdoors,2,Skiing
cloudy,afternoon,medium,2,indoors,4+,Bowling
sunny,evening,medium,2,indoors,4+,Escape room
sunny,morning,low,3,outdoors,1,Surfing
snowy,morning,high,3,outdoors,3,Skiing
sunny,afternoon,low,3,outdoors,2,Surfing
cloudy,evening,medium,2,indoors,4+,Escape room
sunny,evening,low,2,outdoors,1,Kite flying
snowy,afternoon,high,3,outdoors,1,Skiing
sunny,evening,low,2,outdoors,1,Kite flying
sunny,afternoon,low,3,outdoors,3,Surfing
rainy,morning,low,2,outdoors,2,Kite flying
snowy,afternoon,high,3,outdoors,4+,Skiing
sunny,morning,low,3,outdoors,2,Surfing
sunny,morning,medium,2,indoors,4+,Bowling
snowy,evening,medium,2,indoors,4+,Escape room
rainy,morning,medium,2,indoors,4+,Escape room
sunny,afternoon,low,3,outdoors,1,Surfing
rainy,afternoon,low,2,outdoors,1,Kite flying
snowy,morning,high,3,outdoors,4+,Skiing
snowy,afternoon,low,1,indoors,4+,Board games
snowy,afternoon,high,3,outdoors,4+,Skiing
snowy,afternoon,medium,2,indoors,4+,Escape room
cloudy,afternoon,low,1,indoors,4+,Board games
rainy,morning,medium,2,indoors,4+,Bowling
rainy,evening,low,2,outdoors,1,Kite flying
sunny,evening,low,2,outdoors,1,Kite flying
sunny,afternoon,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,2,Surfing
snowy,afternoon,high,3,outdoors,3,Skiing
snowy,morning,high,3,outdoors,1,Skiing
rainy,morning,low,1,indoors,4+,Board games
rainy,afternoon,medium,2,indoors,4+,Bowling
cloudy,evening,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,1,Skiing
rainy,evening,medium,2,indoors,4+,Bowling
rainy,evening,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,4+,Skiing
sunny,evening,medium,2,indoors,4+,Bowling
sunny,afternoon,low,2,outdoors,1,Kite flying
sunny,evening,low,2,outdoors,1,Kite flying
sunny,morning,low,1,indoors,4+,Board games
rainy,morning,medium,2,indoors,4+,Bowling
sunny,afternoon,low,3,outdoors,2,Surfing
rainy,evening,low,2,outdoors,1,Kite flying
snowy,evening,high,3,outdoors,1,Skiing
snowy,morning,low,1,indoors,4+,Board games
sunny,morning,medium,2,indoors,4+,Bowling
snowy,afternoon,low,1,indoors,4+,Board games
rainy,evening,medium,2,indoors,4+,Bowling
sunny,morning,low,3,outdoors,3,Surfing
snowy,afternoon,high,3,outdoors,2,Skiing
sunny,evening,low,2,outdoors,2,Kite flying
sunny,morning,low,2,outdoors,1,Kite flying
cloudy,afternoon,medium,2,indoors,4+,Bowling
snowy,morning,high,3,outdoors,1,Skiing
snowy,afternoon,high,3,outdoors,3,Skiing
sunny,evening,medium,2,indoors,4+,Escape room
rainy,afternoon,medium,2,indoors,4+,Bowling
rainy,afternoon,medium,2,indoors,4+,Bowling
sunny,morning,medium,2,indoors,4+,Bowling
rainy,morning,medium,2,indoors,4+,Escape room
snowy,afternoon,low,1,indoors,4+,Board games
snowy,evening,medium,2,indoors,4+,Escape room
rainy,evening,low,1,indoors,4+,Board games
sunny,evening,medium,2,indoors,4+,Escape room
rainy,evening,medium,2,indoors,4+,Bowling
snowy,evening,low,1,indoors,4+,Board games
rainy,morning,low,2,outdoors,2,Kite flying
snowy,evening,low,1,indoors,4+,Board games
sunny,afternoon,low,3,outdoors,4+,Surfing
rainy,afternoon,medium,2,indoors,4+,Escape room
sunny,morning,medium,2,indoors,4+,Bowling
sunny,evening,low,2,outdoors,2,Kite flying
sunny,morning,medium,2,indoors,4+,Bowling
rainy,morning,low,2,outdoors,1,Kite flying
rainy,morning,medium,2,indoors,4+,Bowling
rainy,morning,low,2,outdoors,2,Kite flying
snowy,morning,high,3,outdoors,4+,Skiing
rainy,morning,medium,2,indoors,4+,Bowling
rainy,afternoon,low,1,indoors,4+,Board games
snowy,evening,low,1,indoors,4+,Board games
snowy,morning,low,1,indoors,4+,Board games
snowy,morning,high,3,outdoors,2,Skiing
sunny,morning,medium,2,indoors,4+,Escape room
sunny,morning,low,3,outdoors,3,Surfing
rainy,morning,low,2,outdoors,1,Kite flying
sunny,evening,low,3,outdoors,1,Surfing
sunny,afternoon,low,2,outdoors,2,Kite flying
cloudy,morning,medium,2,indoors,4+,Bowling
sunny,morning,low,1,indoors,4+,Board games
cloudy,evening,medium,2,indoors,4+,Bowling
sunny,morning,low,3,outdoors,3,Surfing
cloudy,morning,low,1,indoors,4+,Board games
snowy,morning,high,3,outdoors,2,Skiing
sunny,afternoon,low,3,outdoors,4+,Surfing
rainy,afternoon,medium,2,indoors,4+,Bowling
sunny,evening,low,3,outdoors,3,Surfing
sunny,morning,low,3,outdoors,1,Surfing
rainy,morning,medium,2,indoors,4+,Bowling
snowy,morning,high,3,outdoors,2,Skiing
snowy,afternoon,medium,2,indoors,4+,Bowling
snowy,evening,low,1,indoors,4+,Board games
cloudy,evening,low,1,indoors,4+,Board games
rainy,evening,medium,2,indoors,4+,Bowling
snowy,afternoon,low,1,indoors,4+,Board games
snowy,morning,high,3,outdoors,1,Skiing
snowy,morning,high,3,outdoors,1,Skiing
sunny,afternoon,medium,2,indoors,4+,Escape room
sunny,afternoon,low,3,outdoors,4+,Surfing
sunny,evening,low,3,outdoors,3,Surfing
sunny,afternoon,low,3,outdoors,3,Surfing
cloudy,afternoon,low,1,indoors,4+,Board games
sunny,afternoon,low,3,outdoors,3,Surfing
snowy,afternoon,medium,2,indoors,4+,Bowling
cloudy,afternoon,medium,2,indoors,4+,Bowling
cloudy,morning,medium,2,indoors,4+,Bowling
snowy,evening,high,3,outdoors,2,Skiing
snowy,morning,high,3,outdoors,4+,Skiing
cloudy,afternoon,medium,2,indoors,4+,Escape room
sunny,afternoon,low,3,outdoors,3,Surfing
rainy,afternoon,low,1,indoors,4+,Board games
sunny,afternoon,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,3,Surfing
cloudy,afternoon,medium,2,indoors,4+,Escape room
cloudy,evening,medium,2,indoors,4+,Bowling
sunny,evening,low,2,outdoors,2,Kite flying
sunny,morning,low,3,outdoors,1,Surfing
rainy,morning,medium,2,indoors,4+,Bowling
sunny,evening,medium,2,indoors,4+,Bowling
sunny,afternoon,low,3,outdoors,2,Surfing
cloudy,afternoon,medium,2,indoors,4+,Escape room
rainy,afternoon,low,2,outdoors,1,Kite flying
snowy,morning,high,3,outdoors,2,Skiing
sunny,evening,medium,2,indoors,4+,Bowling
snowy,evening,medium,2,indoors,4+,Bowling
snowy,evening,low,1,indoors,4+,Board games
snowy,afternoon,high,3,outdoors,4+,Skiing
rainy,afternoon,low,2,outdoors,1,Kite flying
cloudy,evening,medium,2,indoors,4+,Escape room
sunny,evening,low,3,outdoors,4+,Surfing
sunny,afternoon,low,3,outdoors,1,Surfing
rainy,morning,low,1,indoors,4+,Board games
snowy,morning,medium,2,indoors,4+,Escape room
rainy,afternoon,low,2,outdoors,2,Kite flying
snowy,morning,medium,2,indoors,4+,Escape room
snowy,morning,high,3,outdoors,2,Skiing
rainy,evening,low,2,outdoors,1,Kite flying
sunny,evening,medium,2,indoors,4+,Escape room
snowy,morning,high,3,outdoors,1,Skiing
sunny,morning,medium,2,indoors,4+,Escape room
sunny,morning,low,3,outdoors,2,Surfing
sunny,evening,low,3,outdoors,2,Surfing
snowy,afternoon,high,3,outdoors,3,Skiing
sunny,afternoon,low,2,outdoors,2,Kite flying
rainy,evening,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,2,Surfing
sunny,evening,low,3,outdoors,2,Surfing
sunny,afternoon,low,3,outdoors,1,Surfing
sunny,evening,low,1,indoors,4+,Board games
sunny,afternoon,low,1,indoors,4+,Board games
cloudy,evening,low,1,indoors,4+,Board games
cloudy,morning,low,1,indoors,4+,Board games
sunny,morning,medium,2,indoors,4+,Bowling
rainy,morning,low,1,indoors,4+,Board games
rainy,morning,low,2,outdoors,2,Kite flying
cloudy,afternoon,low,1,indoors,4+,Board games
rainy,evening,low,2,outdoors,1,Kite flying
sunny,evening,medium,2,indoors,4+,Escape room
sunny,afternoon,low,2,outdoors,1,Kite flying
snowy,evening,low,1,indoors,4+,Board games
sunny,evening,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,2,Skiing
snowy,morning,low,1,indoors,4+,Board games
sunny,evening,low,2,outdoors,2,Kite flying
sunny,afternoon,low,2,outdoors,2,Kite flying
rainy,morning,low,2,outdoors,1,Kite flying
snowy,evening,high,3,outdoors,1,Skiing
rainy,afternoon,low,2,outdoors,1,Kite flying
rainy,morning,medium,2,indoors,4+,Escape room
sunny,evening,low,3,outdoors,3,Surfing
snowy,evening,high,3,outdoors,1,Skiing
snowy,morning,medium,2,indoors,4+,Escape room
sunny,evening,low,3,outdoors,2,Surfing
sunny,evening,medium,2,indoors,4+,Bowling
snowy,evening,low,1,indoors,4+,Board games
rainy,afternoon,low,2,outdoors,1,Kite flying
sunny,morning,low,2,outdoors,2,Kite flying
sunny,evening,low,3,outdoors,2,Surfing
sunny,evening,low,3,outdoors,2,Surfing
rainy,afternoon,medium,2,indoors,4+,Bowling
sunny,morning,low,3,outdoors,4+,Surfing
snowy,evening,medium,2,indoors,4+,Bowling
snowy,evening,medium,2,indoors,4+,Escape room
cloudy,afternoon,low,1,indoors,4+,Board games
snowy,afternoon,high,3,outdoors,2,Skiing
sunny,morning,medium,2,indoors,4+,Escape room
sunny,morning,low,3,outdoors,4+,Surfing
snowy,evening,high,3,outdoors,1,Skiing
sunny,morning,medium,2,indoors,4+,Escape room
snowy,evening,high,3,outdoors,3,Skiing
sunny,morning,low,3,outdoors,1,Surfing
sunny,morning,low,3,outdoors,3,Surfing
rainy,evening,medium,2,indoors,4+,Escape room
snowy,evening,low,1,indoors,4+,Board games
snowy,morning,medium,2,indoors,4+,Escape room
snowy,evening,high,3,outdoors,4+,Skiing
cloudy,evening,medium,2,indoors,4+,Bowling
cloudy,morning,medium,2,indoors,4+,Escape room
sunny,afternoon,low,3,outdoors,4+,Surfing
snowy,afternoon,high,3,outdoors,2,Skiing
rainy,afternoon,low,1,indoors,4+,Board games
snowy,evening,high,3,outdoors,1,Skiing
snowy,afternoon,high,3,outdoors,3,Skiing
snowy,afternoon,high,3,outdoors,3,Skiing
sunny,afternoon,medium,2,indoors,4+,Escape room
rainy,morning,low,2,outdoors,1,Kite flying
sunny,evening,low,3,outdoors,4+,Surfing
snowy,afternoon,medium,2,indoors,4+,Bowling
sunny,morning,low,2,outdoors,1,Kite flying
sunny,morning,low,2,outdoors,1,Kite flying
snowy,afternoon,medium,2,indoors,4+,Bowling
rainy,afternoon,medium,2,indoors,4+,Bowling
cloudy,afternoon,medium,2,indoors,4+,Bowling
snowy,evening,high,3,outdoors,1,Skiing
snowy,morning,medium,2,indoors,4+,Escape room
sunny,afternoon,low,3,outdoors,2,Surfing
snowy,afternoon,high,3,outdoors,3,Skiing
rainy,morning,low,1,indoors,4+,Board games
rainy,evening,low,2,outdoors,1,Kite flying
snowy,afternoon,high,3,outdoors,1,Skiing
sunny,afternoon,low,3,outdoors,1,Surfing
sunny,morning,medium,2,indoors,4+,Escape room
snowy,evening,low,1,indoors,4+,Board games
rainy,evening,low,2,outdoors,2,Kite flying
rainy,morning,medium,2,indoors,4+,Bowling
rainy,morning,low,2,outdoors,2,Kite flying
sunny,evening,low,2,outdoors,1,Kite flying
sunny,morning,medium,2,indoors,4+,Escape room
snowy,morning,medium,2,indoors,4+,Bowling
sunny,evening,low,3,outdoors,4+,Surfing
snowy,morning,high,3,outdoors,4+,Skiing
snowy,morning,high,3,outdoors,2,Skiing
sunny,evening,low,3,outdoors,1,Surfing
snowy,morning,high,3,outdoors,4+,Skiing
sunny,morning,low,3,outdoors,4+,Surfing
rainy,morning,low,2,outdoors,1,Kite flying
snowy,evening,high,3,outdoors,1,Skiing
sunny,morning,low,2,outdoors,1,Kite flying
sunny,evening,low,2,outdoors,1,Kite flying
cloudy,morning,medium,2,indoors,4+,Escape room
cloudy,evening,medium,2,indoors,4+,Bowling
snowy,afternoon,low,1,indoors,4+,Board games
snowy,afternoon,high,3,outdoors,4+,Skiing
sunny,morning,low,3,outdoors,2,Surfing
sunny,evening,low,2,outdoors,1,Kite flying
snowy,afternoon,high,3,outdoors,3,Skiing
snowy,morning,high,3,outdoors,2,Skiing
rainy,afternoon,low,1,indoors,4+,Board games
sunny,afternoon,medium,2,indoors,4+,Bowling
sunny,evening,low,3,outdoors,1,Surfing
snowy,afternoon,high,3,outdoors,2,Skiing
snowy,afternoon,high,3,outdoors,1,Skiing
rainy,afternoon,low,1,indoors,4+,Board games
sunny,morning,low,2,outdoors,2,Kite flying
snowy,afternoon,high,3,outdoors,4+,Skiing
sunny,evening,medium,2,indoors,4+,Escape room
sunny,evening,low,3,outdoors,2,Surfing
snowy,afternoon,high,3,outdoors,3,Skiing
snowy,morning,medium,2,indoors,4+,Escape room
sunny,afternoon,medium,2,indoors,4+,Escape room
cloudy,morning,medium,2,indoors,4+,Escape room
sunny,morning,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,4+,Surfing
cloudy,afternoon,low,1,indoors,4+,Board games
cloudy,morning,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,4+,Surfing
sunny,afternoon,low,2,outdoors,2,Kite flying
sunny,morning,low,3,outdoors,2,Surfing
sunny,evening,low,2,outdoors,2,Kite flying
sunny,evening,low,1,indoors,4+,Board games
rainy,evening,medium,2,indoors,4+,Escape room
snowy,morning,high,3,outdoors,2,Skiing
rainy,afternoon,medium,2,indoors,4+,Bowling
rainy,morning,low,2,outdoors,1,Kite flying
sunny,evening,low,3,outdoors,3,Surfing
sunny,evening,low,2,outdoors,2,Kite flying
rainy,afternoon,medium,2,indoors,4+,Escape room
sunny,afternoon,medium,2,indoors,4+,Bowling
snowy,morning,high,3,outdoors,3,Skiing
rainy,morning,medium,2,indoors,4+,Escape room
cloudy,afternoon,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,4+,Skiing
sunny,morning,low,2,outdoors,2,Kite flying
snowy,afternoon,high,3,outdoors,2,Skiing
rainy,evening,medium,2,indoors,4+,Bowling
snowy,afternoon,high,3,outdoors,3,Skiing
sunny,afternoon,low,3,outdoors,1,Surfing
rainy,afternoon,low,1,indoors,4+,Board games
snowy,afternoon,high,3,outdoors,3,Skiing
rainy,evening,low,2,outdoors,2,Kite flying
snowy,morning,high,3,outdoors,2,Skiing
rainy,evening,low,2,outdoors,2,Kite flying
rainy,evening,medium,2,indoors,4+,Bowling
sunny,afternoon,low,1,indoors,4+,Board games
snowy,evening,high,3,outdoors,4+,Skiing
snowy,afternoon,low,1,indoors,4+,Board games
sunny,evening,low,3,outdoors,1,Surfing
sunny,morning,medium,2,indoors,4+,Escape room
rainy,afternoon,low,2,outdoors,2,Kite flying
rainy,morning,low,2,outdoors,1,Kite flying
cloudy,afternoon,low,1,indoors,4+,Board games
sunny,afternoon,low,3,outdoors,1,Surfing
cloudy,afternoon,low,1,indoors,4+,Board games
sunny,afternoon,medium,2,indoors,4+,Escape room
sunny,morning,low,3,outdoors,2,Surfing
rainy,morning,low,2,outdoors,2,Kite flying
sunny,evening,low,3,outdoors,3,Surfing
cloudy,afternoon,low,1,indoors,4+,Board games
sunny,morning,low,3,outdoors,4+,Surfing
cloudy,morning,medium,2,indoors,4+,Escape room
cloudy,afternoon,medium,2,indoors,4+,Bowling
sunny,morning,low,3,outdoors,4+,Surfing
cloudy,afternoon,medium,2,indoors,4+,Escape room
snowy,morning,medium,2,indoors,4+,Escape room
sunny,evening,low,2,outdoors,1,Kite flying
snowy,afternoon,high,3,outdoors,1,Skiing
cloudy,evening,low,1,indoors,4+,Board games
rainy,morning,medium,2,indoors,4+,Bowling
rainy,morning,medium,2,indoors,4+,Escape room
snowy,morning,medium,2,indoors,4+,Bowling
cloudy,evening,medium,2,indoors,4+,Escape room
sunny,evening,low,2,outdoors,1,Kite flying
sunny,afternoon,medium,2,indoors,4+,Escape room
cloudy,afternoon,medium,2,indoors,4+,Escape room
cloudy,evening,low,1,indoors,4+,Board games
rainy,afternoon,low,2,outdoors,2,Kite flying
cloudy,morning,medium,2,indoors,4+,Escape room
snowy,afternoon,high,3,outdoors,3,Skiing
cloudy,evening,medium,2,indoors,4+,Bowling
sunny,afternoon,medium,2,indoors,4+,Bowling
sunny,morning,low,2,outdoors,2,Kite flying
sunny,morning,low,1,indoors,4+,Board games
snowy,evening,high,3,outdoors,2,Skiing
cloudy,afternoon,low,1,indoors,4+,Board games
snowy,morning,low,1,indoors,4+,Board games
snowy,afternoon,high,3,outdoors,3,Skiing
rainy,evening,medium,2,indoors,4+,Bowling
snowy,morning,high,3,outdoors,1,Skiing
cloudy,morning,low,1,indoors,4+,Board games
rainy,evening,low,2,outdoors,1,Kite flying
sunny,morning,low,3,outdoors,2,Surfing
snowy,evening,high,3,outdoors,1,Skiing
snowy,afternoon,medium,2,indoors,4+,Bowling
snowy,evening,high,3,outdoors,4+,Skiing
snowy,afternoon,low,1,indoors,4+,Board games
sunny,morning,low,2,outdoors,2,Kite flying
sunny,afternoon,low,3,outdoors,2,Surfing
rainy,morning,medium,2,indoors,4+,Bowling
snowy,morning,medium,2,indoors,4+,Bowling
sunny,morning,low,3,outdoors,3,Surfing
snowy,afternoon,high,3,outdoors,3,Skiing
